,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,PROP_FREIGHT,CHARTER_PAX,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,OP_EXPENSES,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,YEAR,QUARTER,Unnamed: 18
551,-197.24,-190.34,1587.75,0.0,0.0,0.0,0.0,1587.75,748.39,671.02,189.97,8.35,1778.09,9E,Endeavor Air Inc.,L,2020,1,
552,-181.87,-180.6,,,,,,37.83,69.46,60.53,,,218.43,KLQ,Kalitta Charters II,I,2020,1,
553,-178.77,-744.61,1291.85,0.0,0.0,0.0,18.92,1310.76,747.13,723.74,122.54,55.1,2055.37,OO,SkyWest Airlines Inc.,L,2020,3,
554,-172.38,-172.38,0.0,3557.41,2832.35,0.0,190.14,12386.18,3575.36,2991.37,,,12558.55,NC,Northern Air Cargo Inc.,D,2020,1,
555,-152.65,-107.45,2173.29,0.0,0.0,0.0,36.14,2209.43,933.53,737.78,194.52,78.01,2316.88,OO,SkyWest Airlines Inc.,L,2020,1,
556,-145.76,-4873.07,0.0,0.0,0.0,252.67,0.0,254.61,1066.29,536.37,151.92,260.75,5127.68,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",D,2020,2,
557,-144.07,-144.07,0.0,2973.28,2367.27,0.0,158.92,10352.36,2988.28,2500.19,,,10496.43,NC,Northern Air Cargo Inc.,I,2020,1,
558,-105.35,-446.7,231.99,0.0,0.0,0.0,0.0,340.36,204.9,79.61,0.0,0.0,787.06,3M,Silver Airways,I,2020,3,
559,-105.2,212.92,0.0,,711.42,0.0,0.0,1406.05,504.21,599.29,0.0,14.87,1193.13,ABX,ABX Air Inc,A,2020,1,
560,-97.62,-97.67,398.36,0.0,0.0,0.0,0.07,398.43,132.5,227.09,53.5,35.3,496.1,CP,Compass Airlines,L,2020,1,
561,-66.85,-148.01,0.0,0.0,76374.7,0.0,0.0,210371.32,173277.76,596.87,0.0,22329.28,210519.33,PO,Polar Air Cargo Airways,P,2020,1,
562,-61.47,638.53,0.0,0.0,185444.84,0.0,0.0,295197.36,256125.2,456.15,0.0,22701.69,294558.83,PO,Polar Air Cargo Airways,P,2020,2,
563,-59.2,-42.42,0.0,0.0,3560.08,0.0,0.0,6241.16,5376.6,11.1,0.0,548.4,6283.58,PO,Polar Air Cargo Airways,A,2020,3,
564,-45.3,-441.94,0.0,0.0,11501.24,0.0,0.0,13529.33,7150.62,2013.74,0.0,517.75,13971.27,WI,Sky Lease Cargo,I,2020,1,
565,-44.67,-267.51,924.35,0.0,0.0,0.0,0.0,932.86,420.81,244.04,116.41,13.41,1200.37,YX,Republic Airline,L,2020,2,
566,-36.65,-38.78,0.0,0.0,1997.94,0.0,0.0,5503.25,4567.8,15.61,0.0,584.13,5542.03,PO,Polar Air Cargo Airways,A,2020,1,
567,-33.52,128.98,0.0,0.0,43050.14,0.0,0.0,68528.67,59477.5,105.89,0.0,5270.09,68399.69,PO,Polar Air Cargo Airways,D,2020,2,
568,-19.84,5.96,0.0,0.0,0.0,3747.49,225.63,4187.84,1314.5,763.79,307.26,509.25,4181.89,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",I,2020,2,
569,-13.8,161.63,0.0,0.0,37222.44,0.0,0.0,65254.56,55610.04,116.06,0.0,5733.77,65092.93,PO,Polar Air Cargo Airways,D,2020,3,
570,-9.77,2.93,0.0,0.0,0.0,1845.78,111.13,2062.67,647.44,376.2,151.34,250.82,2059.74,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,2020,2,
571,-2.1,-3.09,62.65,0.0,0.0,0.0,0.0,62.65,33.09,18.36,5.15,2.58,65.73,OH,PSA Airlines Inc.,L,2020,1,
572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX,Horizon Air,L,2020,1,
573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1TQ,Rhoades Aviation dba Transair,I,2020,2,
574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EV,ExpressJet Airlines LLC,L,2020,2,
575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX,Horizon Air,L,2020,2,
576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1TQ,Rhoades Aviation dba Transair,I,2020,1,
577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,PSA Airlines Inc.,L,2020,3,
578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1TQ,Rhoades Aviation dba Transair,I,2020,3,
579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9E,Endeavor Air Inc.,L,2020,2,
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9E,Endeavor Air Inc.,L,2020,3,
581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,PSA Airlines Inc.,L,2020,2,
582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX,Horizon Air,L,2020,3,
583,10.46,-17.54,,,,,,78.98,28.67,19.45,,,96.53,KLQ,Kalitta Charters II,I,2020,2,
584,51.21,66.63,8291.83,0.0,0.0,0.0,0.35,8294.18,2657.88,1680.05,284.79,1541.07,8227.55,MQ,Envoy Air,L,2020,1,
585,61.34,19.4,-0.08,0.0,0.0,0.0,0.0,40.12,0.0,0.0,0.0,0.0,20.72,F9,Frontier Airlines Inc.,L,2020,2,
586,73.01,951.76,0.0,0.0,186450.8,0.0,0.0,326866.41,278413.93,581.33,0.0,28720.99,325914.64,PO,Polar Air Cargo Airways,P,2020,3,
587,94.98,131.98,0.0,0.0,9801.82,0.0,0.0,15602.86,13439.44,24.11,0.0,1199.91,15470.88,PO,Polar Air Cargo Airways,A,2020,2,
588,103.51,83.57,0.0,0.0,18758.02,0.0,0.0,51668.28,42437.99,146.6,0.0,5484.19,51584.71,PO,Polar Air Cargo Airways,D,2020,1,
589,115.91,-94.27,615.4,0.0,0.0,0.0,0.0,610.51,222.68,209.59,67.01,7.0,704.78,YX,Republic Airline,L,2020,3,
590,165.08,183.92,,,,,,3131.19,1043.87,616.31,,,2947.26,KLQ,Kalitta Charters II,I,2020,3,
591,170.58,167.85,0.0,0.0,0.0,0.0,0.0,5820.0,3550.05,862.85,0.0,0.0,5652.15,GFQ,Gulf And Caribbean Cargo,D,2020,1,
592,174.6,174.6,0.0,0.0,0.0,4.98,861.16,866.14,0.0,0.0,0.0,0.0,691.55,27Q,"Jet Aviation Flight Services, Inc.",I,2020,2,
593,295.45,-1227.31,2800.22,0.0,0.0,0.0,0.0,2800.22,1478.46,1171.39,219.17,21.71,4027.53,YV,Mesa Airlines Inc.,L,2020,2,
594,318.64,287.0,,5687.41,1649.68,,,8238.48,3464.55,2057.23,,616.9,7951.49,PFQ,Asia Pacific,D,2020,1,
595,321.69,343.69,0.0,0.0,0.0,2647.47,0.0,3061.91,890.76,755.7,184.9,427.27,2718.21,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,2020,1,
596,347.49,295.61,0.0,,2332.75,0.0,0.0,4755.21,1542.78,2267.55,0.0,39.0,4459.61,ABX,ABX Air Inc,A,2020,2,
597,359.88,1309.91,15960.64,0.0,0.0,0.0,0.0,15960.64,4745.81,5862.06,780.17,118.61,14650.73,YV,Mesa Airlines Inc.,L,2020,1,
598,382.62,311.44,0.0,0.0,0.0,0.0,9195.35,9195.35,0.0,0.0,0.0,0.0,8883.9,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,2020,1,
599,405.9,833.93,8087.27,0.0,0.0,0.0,0.0,8204.12,2255.12,2529.51,685.72,104.94,7370.19,YX,Republic Airline,L,2020,1,
600,443.01,495.57,0.0,0.0,0.0,16610.32,0.0,20505.9,12894.29,3881.02,1729.22,491.13,20010.32,8C,Air Transport International,A,2020,1,
601,446.33,497.27,,,,,,8465.8,2822.33,1666.32,,,7968.53,KLQ,Kalitta Charters II,D,2020,3,
602,525.45,273.32,0.0,0.0,0.0,1553.23,0.0,1545.75,682.24,143.76,116.24,111.34,1272.43,X9,Omni Air International LLC,D,2020,2,
603,597.43,638.29,0.0,0.0,0.0,4916.73,0.0,5686.4,1654.27,1403.45,343.38,793.49,5048.11,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",I,2020,1,
604,623.14,623.23,2476.9,24.65,2396.84,0.0,0.0,5208.38,1740.33,771.56,22.53,616.04,4585.15,HA,Hawaiian Airlines Inc.,P,2020,2,
605,666.06,666.06,0.0,0.0,0.0,29.11,1629.62,1658.74,0.0,0.0,0.0,0.0,992.68,27Q,"Jet Aviation Flight Services, Inc.",I,2020,1,
606,679.31,1602.57,,26608.41,24245.66,,,51149.07,18097.4,14200.7,,4473.16,49546.49,KAQ,Kalitta Air LLC,D,2020,1,
607,686.94,-2085.14,,,,,,7819.46,2978.11,2352.38,,,9904.59,KLQ,Kalitta Charters II,D,2020,2,
608,785.93,359.05,0.0,0.0,0.0,2307.16,0.0,2307.54,956.44,214.74,228.4,211.93,1948.49,X9,Omni Air International LLC,D,2020,3,
609,804.52,1079.13,0.0,0.0,0.0,12003.43,1.76,12003.66,5565.73,1023.08,1185.88,1171.33,10924.53,X9,Omni Air International LLC,D,2020,1,
610,836.39,-682.97,0.0,0.0,0.0,0.0,0.0,2951.76,2438.98,243.66,0.0,0.0,3634.74,GFQ,Gulf And Caribbean Cargo,I,2020,3,
611,918.09,-965.52,2911.45,0.0,813.5,1987.6,17.77,6309.89,2576.78,656.29,426.97,1381.43,7275.41,SY,Sun Country Airlines d/b/a MN Airlines,L,2020,3,
612,1017.47,1386.16,13512.4,0.0,385.23,4934.9,115.46,19393.82,2444.51,1191.74,883.67,6050.06,18007.66,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,2020,3,
613,1036.1,1060.01,,10193.0,1416.53,,,14034.54,4010.92,5531.94,,1332.81,12974.53,PFQ,Asia Pacific,D,2020,3,
614,1052.67,1093.71,,6938.0,4396.84,,,12236.23,2937.86,5016.58,,1167.18,11142.52,PFQ,Asia Pacific,D,2020,2,
615,1129.76,744.65,0.0,,4423.92,0.0,0.0,9471.83,3171.38,4292.47,0.0,94.84,8727.18,ABX,ABX Air Inc,A,2020,3,
616,1344.31,-349.2,0.0,0.0,0.0,0.0,13246.17,13246.17,0.0,0.0,0.0,0.0,13595.36,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,2020,2,
617,1354.08,1617.68,,26897.62,23961.29,,,50858.91,16367.02,14501.21,,5991.31,49241.22,KAQ,Kalitta Air LLC,D,2020,2,
618,1599.29,4810.66,0.0,0.0,0.0,0.0,0.0,27270.92,15400.03,3361.71,0.0,1192.39,22460.26,N8,National Air Cargo Group Inc d/ba National Airlines,I,2020,3,
619,1821.84,-923.92,0.0,0.0,0.0,0.0,0.0,2349.13,2534.69,167.32,0.0,0.0,3273.05,GFQ,Gulf And Caribbean Cargo,I,2020,2,
620,1912.48,979.43,4224.56,0.0,0.0,0.0,0.0,4224.56,1483.17,1876.01,211.09,16.78,3245.13,YV,Mesa Airlines Inc.,L,2020,3,
621,1980.37,8434.26,80406.46,566.51,52.83,24911.04,977.68,124428.43,58353.2,8155.87,5902.79,16141.4,115994.17,SY,Sun Country Airlines d/b/a MN Airlines,D,2020,1,
622,2009.18,-23079.72,28499.51,394.66,13542.05,21276.64,220.68,71663.89,34225.68,9373.52,5496.81,14765.62,94743.6,SY,Sun Country Airlines d/b/a MN Airlines,D,2020,3,
623,2032.3,1318.95,112.73,9529.19,3616.02,170.88,126.77,15149.36,4909.35,4084.32,,,13830.41,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,2020,2,
624,2154.83,2803.53,348876.08,0.0,0.0,0.0,14.65,348974.77,111829.27,70687.49,11982.53,64839.95,346171.24,MQ,Envoy Air,D,2020,1,
625,2324.46,938.73,0.0,0.0,0.0,0.0,0.0,7259.62,3756.02,1211.75,0.0,0.0,6320.89,GFQ,Gulf And Caribbean Cargo,D,2020,3,
626,2480.88,467.96,0.0,0.0,0.0,0.0,0.0,5393.53,3047.72,873.7,0.0,0.0,4925.58,GFQ,Gulf And Caribbean Cargo,D,2020,2,
627,2607.52,-334.47,0.0,0.0,0.0,0.0,20839.6,20839.6,0.0,0.0,0.0,0.0,21174.07,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,2020,3,
628,2657.41,2657.41,0.0,0.0,0.0,85.25,10397.21,10482.45,0.0,0.0,0.0,0.0,7825.05,27Q,"Jet Aviation Flight Services, Inc.",D,2020,2,
629,2896.9,1967.7,0.0,0.0,18541.24,0.0,0.0,26798.01,8849.63,4705.4,,743.77,24830.32,M6,Amerijet International,D,2020,2,
630,3110.36,3106.3,0.0,0.0,8236.64,0.0,375.0,8611.64,2996.18,2184.46,0.0,0.0,5505.34,1TQ,Rhoades Aviation dba Transair,D,2020,2,
631,3564.15,5500.22,0.0,0.0,16262.23,0.0,0.0,20794.98,12539.32,257.15,0.0,701.82,15294.76,9S,Southern Air Inc.,D,2020,3,
632,3625.13,4172.74,0.0,0.0,0.0,0.0,0.0,8410.97,2094.58,1140.86,0.0,887.18,4238.24,L2,Lynden Air Cargo Airlines,I,2020,1,
633,3703.35,-3998.71,0.0,7294.17,7241.3,0.0,5454.97,21690.62,2251.76,3575.3,0.0,1848.61,25689.33,KH,Aloha Air Cargo,D,2020,2,
634,3751.75,3191.56,0.0,,25185.83,0.0,0.0,51340.29,16656.77,24481.86,0.0,421.05,48148.73,ABX,ABX Air Inc,D,2020,2,
635,3775.81,4193.65,0.0,0.0,9738.48,0.0,375.0,10113.48,3434.1,2117.39,0.0,0.0,5919.83,1TQ,Rhoades Aviation dba Transair,D,2020,1,
636,3822.65,1012.88,0.0,1900.63,1442.68,0.0,131.08,6876.52,1629.46,2005.43,,,5863.64,NC,Northern Air Cargo Inc.,I,2020,2,
637,3950.04,4104.18,0.0,0.0,0.06,0.0,0.0,6346.29,1115.88,564.39,0.0,477.26,2242.11,L2,Lynden Air Cargo Airlines,I,2020,2,
638,4021.44,4023.36,0.0,0.0,0.0,0.0,0.0,5625.76,691.73,357.1,0.0,470.06,1602.4,L2,Lynden Air Cargo Airlines,I,2020,3,
639,4429.4,14184.29,163935.17,0.0,0.0,0.0,0.0,163935.17,46896.62,61418.77,7871.57,1217.86,149750.88,YV,Mesa Airlines Inc.,D,2020,1,
640,4784.99,-1165.96,0.0,0.0,0.0,9723.32,0.0,19351.68,12869.62,5101.75,988.6,452.35,20517.64,8C,Air Transport International,A,2020,3,
641,4791.55,6204.63,0.0,0.0,18828.81,0.0,0.0,19203.9,9872.1,386.67,0.0,366.89,12999.27,9S,Southern Air Inc.,D,2020,1,
642,5019.03,-111005.7,179287.04,0.0,0.0,0.0,12.49,179373.42,104848.05,50344.99,8882.34,46398.1,290379.12,MQ,Envoy Air,D,2020,3,
643,5174.0,5174.0,0.0,0.0,0.0,190.76,16920.79,17111.55,0.0,0.0,0.0,0.0,11937.55,27Q,"Jet Aviation Flight Services, Inc.",D,2020,1,
644,5270.25,6794.84,46523.59,0.0,0.0,4315.96,276.91,55901.67,24617.3,3797.75,2443.49,7792.25,49106.83,SY,Sun Country Airlines d/b/a MN Airlines,L,2020,1,
645,5946.15,3919.22,0.0,,23283.94,0.0,0.0,49852.0,16691.55,22592.06,0.0,499.18,45932.79,ABX,ABX Air Inc,D,2020,3,
646,6111.42,-403.29,0.0,5914.57,4630.42,0.0,462.88,21029.05,6071.67,7670.09,0.0,2454.94,21432.33,L2,Lynden Air Cargo Airlines,D,2020,3,
647,6249.27,6852.11,0.0,0.0,0.0,424.34,0.0,66003.49,25652.05,26411.78,44.18,1826.56,59151.38,8C,Air Transport International,D,2020,1,
648,6390.96,4611.38,0.0,452.42,35509.67,0.0,0.0,52165.72,16948.57,9011.65,,1424.45,47554.34,M6,Amerijet International,L,2020,2,
649,6542.0,22237.0,637215.0,0.0,9743.0,3724.0,18778.0,799077.0,267882.0,92999.0,86303.0,158498.0,776840.0,DL,Delta Air Lines Inc.,L,2020,1,
650,6934.19,6632.8,139.55,11190.13,7644.21,417.41,286.68,22805.9,6350.74,4320.46,,,16173.1,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,2020,3,
651,7250.57,6983.34,14846.59,0.0,114.11,5157.86,156.49,21038.9,2922.83,1470.24,416.42,714.75,14055.56,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,2020,2,
652,7542.88,10203.21,0.0,0.0,21295.24,0.0,0.0,26038.18,12561.26,339.29,0.0,596.06,15834.97,9S,Southern Air Inc.,D,2020,2,
653,7607.38,5649.74,0.0,0.0,28885.85,0.0,0.0,37983.62,14202.7,5192.44,,1856.44,32333.88,M6,Amerijet International,D,2020,3,
654,8582.35,2236.21,0.0,0.0,16354.36,0.0,0.0,18536.32,9628.07,2528.7,0.0,348.56,16300.11,WI,Sky Lease Cargo,I,2020,3,
655,8679.19,12808.65,675977.57,0.0,0.0,0.0,9865.47,717185.84,333114.03,194575.91,48640.26,44455.8,704377.19,OO,SkyWest Airlines Inc.,D,2020,1,
656,9127.98,14530.18,30357.19,0.0,0.0,0.0,6583.71,43939.5,18864.71,1566.04,1561.02,5378.55,29409.32,F9,Frontier Airlines Inc.,L,2020,1,
657,9935.65,-26269.57,70297.85,0.0,0.0,0.0,0.0,70297.85,35037.7,27832.89,5305.98,516.18,96567.41,YV,Mesa Airlines Inc.,D,2020,2,
658,10102.62,12647.54,0.0,0.0,33910.11,0.0,0.0,34585.64,16308.07,695.18,0.0,660.76,21938.1,9S,Southern Air Inc.,I,2020,1,
659,10556.33,2797.1,0.0,5248.62,3984.0,0.0,361.99,18989.66,4499.78,5538.03,,,16192.56,NC,Northern Air Cargo Inc.,D,2020,2,
660,11141.0,30232.0,744195.0,5898.0,58152.0,8705.0,4508.0,967216.0,376714.0,91013.0,104976.0,192789.0,936984.0,DL,Delta Air Lines Inc.,A,2020,1,
661,12702.3,9706.37,0.0,669.68,44206.19,0.0,0.0,59189.35,21735.45,7946.38,,2841.05,49482.98,M6,Amerijet International,L,2020,3,
662,13094.69,15772.46,0.0,0.0,0.0,133551.98,17.2,133569.18,64321.08,11114.48,11563.59,11421.62,117796.72,X9,Omni Air International LLC,I,2020,1,
663,14310.21,18605.27,0.0,0.0,208047.9,0.0,0.0,208929.27,107982.67,41310.18,0.0,21306.52,190324.0,5X,United Parcel Service,A,2020,1,
664,16821.99,24184.22,0.0,0.0,131713.97,34561.15,0.0,457415.27,164143.99,127764.22,6541.18,50215.15,433231.05,5Y,Atlas Air Inc.,I,2020,2,
665,16901.65,16955.61,0.0,0.0,0.0,0.0,0.0,39048.61,14947.5,3612.47,0.0,1252.19,22093.01,N8,National Air Cargo Group Inc d/ba National Airlines,I,2020,2,
666,16989.78,21817.61,0.0,0.0,38645.49,0.0,0.0,47252.73,19494.26,615.66,0.0,1081.71,25435.12,9S,Southern Air Inc.,I,2020,2,
667,17083.59,35104.34,340488.45,0.0,0.0,0.0,0.0,345407.76,94945.16,106501.41,28870.03,4418.51,310303.42,YX,Republic Airline,D,2020,1,
668,17296.17,-80572.1,130274.24,0.0,0.0,0.0,32867.57,194221.11,149239.4,23086.22,24454.62,26507.1,274793.21,F9,Frontier Airlines Inc.,D,2020,2,
669,18934.99,26473.9,0.0,0.0,174884.95,0.0,0.0,175763.0,76948.08,34551.09,0.0,20110.2,149289.09,5X,United Parcel Service,A,2020,2,
670,19593.39,24858.17,0.0,0.0,44222.23,0.0,0.0,56548.2,24197.04,699.31,0.0,1908.47,31690.03,9S,Southern Air Inc.,I,2020,3,
671,19799.29,26445.1,0.0,0.0,82052.27,0.0,0.0,82052.27,25077.83,16589.5,0.0,8247.27,55607.17,5X,United Parcel Service,L,2020,2,
672,20445.6,27418.95,0.0,0.0,74351.88,34157.8,0.0,204582.35,70520.41,44226.92,5991.58,27210.89,177163.39,5Y,Atlas Air Inc.,D,2020,1,
673,21121.76,27672.83,0.0,0.0,93968.67,0.0,0.0,93968.67,33608.14,17637.0,0.0,8817.13,66295.84,5X,United Parcel Service,L,2020,1,
674,22857.63,33541.64,0.0,0.0,0.0,0.0,0.0,82699.63,25240.31,3753.62,0.0,7764.43,49158.0,KD,Western Global,I,2020,3,
675,23256.93,-154621.13,411793.34,0.0,0.0,0.0,5289.68,449046.21,273425.98,176843.48,32829.15,25865.29,603667.34,OO,SkyWest Airlines Inc.,D,2020,3,
676,23448.4,31025.37,0.0,0.0,88545.51,0.0,0.0,88545.51,27127.41,16232.77,0.0,8363.07,57520.15,5X,United Parcel Service,L,2020,3,
677,26870.68,40014.72,0.0,0.0,70970.29,27411.95,0.0,236726.7,79356.17,47582.13,5483.02,29581.79,196711.98,5Y,Atlas Air Inc.,D,2020,3,
678,29379.37,32852.59,,2117.76,105921.8,,27576.43,258829.32,98722.91,50299.5,,16827.61,225976.74,KAQ,Kalitta Air LLC,I,2020,1,
679,29619.89,40011.08,0.0,0.0,195694.91,0.0,0.0,203153.57,92036.35,33673.35,0.0,21085.57,163142.49,5X,United Parcel Service,A,2020,3,
680,29778.84,38659.28,299862.94,0.0,0.0,8918.84,4116.19,386604.76,158833.3,34689.47,23686.02,42751.16,347945.48,G4,Allegiant Air,D,2020,1,
681,34667.28,32149.78,0.0,0.0,20361.62,0.0,0.0,58465.67,17310.47,3907.01,0.0,895.16,26315.88,WI,Sky Lease Cargo,I,2020,2,
682,35389.0,14137.0,80599.0,0.0,0.0,0.0,0.0,80611.0,16969.0,11902.0,5023.0,2425.0,66474.0,QX,Horizon Air,D,2020,2,
683,35459.28,39541.2,0.0,0.0,73027.66,19162.13,0.0,253609.92,73946.08,66922.54,3626.7,27841.35,214068.72,5Y,Atlas Air Inc.,D,2020,2,
684,41223.0,15293.0,95511.0,0.0,0.0,0.0,0.0,95509.0,18604.0,12821.0,7107.0,3436.0,80216.0,QX,Horizon Air,D,2020,3,
685,48725.63,26463.66,103481.85,0.0,0.0,0.0,0.0,103481.85,34500.45,44826.42,4975.15,400.27,77018.19,YV,Mesa Airlines Inc.,D,2020,3,
686,53907.06,25129.77,0.0,0.0,0.0,156846.64,0.0,156846.64,64844.26,14438.99,15396.76,14286.47,131716.87,X9,Omni Air International LLC,I,2020,3,
687,54924.0,29465.73,0.0,0.0,0.0,156557.98,0.0,156557.98,67382.25,14705.68,11736.81,11242.37,127092.24,X9,Omni Air International LLC,I,2020,2,
688,63268.89,-35626.7,41234.15,0.0,0.0,0.0,0.0,41234.15,31300.25,15474.67,6185.98,2891.3,76860.85,EV,ExpressJet Airlines LLC,D,2020,2,
689,71193.81,62864.46,0.0,0.0,0.0,0.0,0.0,136183.45,41953.05,8885.64,0.0,10630.9,73318.99,KD,Western Global,I,2020,2,
690,72266.55,-30521.13,198341.6,0.0,0.0,0.0,0.0,196765.87,71776.13,67631.23,21602.17,2260.37,227287.0,YX,Republic Airline,D,2020,3,
691,74164.17,-47850.79,165094.19,0.0,0.0,0.0,0.0,166615.0,75162.65,43623.28,20793.58,2399.28,214465.8,YX,Republic Airline,D,2020,2,
692,80227.33,81873.4,,1792.52,111194.62,,25340.31,349367.03,109814.39,70297.41,,27077.61,267493.63,KAQ,Kalitta Air LLC,I,2020,3,
693,81782.62,109111.14,0.0,0.0,359437.05,0.0,0.0,359437.05,132772.51,54509.64,0.0,32800.01,250325.91,5X,United Parcel Service,P,2020,2,
694,94821.87,125423.2,0.0,0.0,397654.47,0.0,0.0,397857.35,151911.72,55182.33,0.0,33321.17,272434.16,5X,United Parcel Service,P,2020,3,
695,95629.04,125422.15,0.0,0.0,359118.75,0.0,0.0,359118.92,143231.15,44999.92,0.0,25689.15,233696.77,5X,United Parcel Service,P,2020,1,
696,137108.0,-1939.0,,1843.0,647448.0,,669217.0,1329199.0,262669.0,126861.0,,195032.0,1331138.0,FX,Federal Express Corporation,P,2020,3,
697,154805.2,156092.19,,2501.27,133795.86,,22078.62,418478.26,107428.75,66782.92,,29251.7,262386.07,KAQ,Kalitta Air LLC,I,2020,2,
698,262685.0,-597883.0,,726.0,444323.0,,1595273.0,2050499.0,186248.0,166462.0,,310972.0,2648382.0,FX,Federal Express Corporation,A,2020,3,
699,688988.0,1395899.0,,0.0,2785917.0,,3226010.0,6054295.0,623200.0,509488.0,,383156.0,4658396.0,FX,Federal Express Corporation,D,2020,3,
700,908014.0,1130748.0,,394.0,2566955.0,,2792532.0,5382141.0,684824.0,413672.0,,358132.0,4251393.0,FX,Federal Express Corporation,D,2020,1,
701,926627.0,1363349.0,,302.0,2502021.0,,2954288.0,5520332.0,580284.0,397490.0,,355876.0,4156983.0,FX,Federal Express Corporation,D,2020,2,
