"NET_INCOME","OP_PROFIT_LOSS","TRANS_REV_PAX","MAIL","PROP_FREIGHT","CHARTER_PAX","TRANS_REVENUE","OP_REVENUES","FLYING_OPS","MAINTENANCE","PAX_SERVICE","AIRCFT_SERVICES","OP_EXPENSES","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","REGION","YEAR","QUARTER",
-604.30,9247.06,151749.95,354.11,5364.87,1149.71,10991.52,180328.00,68862.63,15701.60,19363.35,22959.44,171080.94,"HA","Hawaiian Airlines Inc.","P",2019,2,
-560.07,-560.07,0.00,0.00,0.00,544.04,0.00,544.04,356.08,161.75,0.00,0.00,1104.11,"XP","XTRA Airways","D",2019,3,
-559.80,-561.35,0.00,0.00,0.00,0.00,10573.77,12045.51,686.84,310.74,0.00,26.09,12606.86,"U7","USA Jet Airlines Inc.","I",2019,2,
-524.34,-24.82,0.00,,3688.70,0.00,0.00,6719.21,3167.27,2575.23,0.00,117.29,6744.03,"ABX","ABX Air Inc","A",2019,1,
-514.54,-515.15,4972.19,0.00,0.00,0.00,0.00,4972.19,2204.98,1721.08,351.66,207.83,5487.34,"EV","ExpressJet Airlines LLC","L",2019,4,
-503.81,-26.00,0.00,0.00,0.00,9459.69,3.40,9477.88,4369.32,737.21,1345.22,1221.05,9503.88,"X9","Omni Air International LLC","D",2019,3,
-497.02,-627.84,3712.06,0.00,0.00,0.00,0.00,3712.06,1113.82,1642.73,214.66,118.58,4339.91,"EV","ExpressJet Airlines LLC","L",2019,1,
-494.33,-56.97,0.00,0.00,83485.58,0.00,0.00,251832.17,212715.71,460.84,0.00,24406.86,251889.14,"PO","Polar Air Cargo Airways","P",2019,4,
-487.37,-487.37,0.00,0.00,0.00,773.22,0.00,773.22,347.65,252.46,0.00,0.00,1260.59,"XP","XTRA Airways","D",2019,4,
-445.74,-433.45,0.00,0.00,0.00,406.67,0.00,406.67,200.63,73.91,0.00,0.00,840.12,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","D",2019,1,
-328.39,-179.14,0.00,,2714.30,0.00,0.00,5558.88,2417.78,2578.99,0.00,65.45,5738.02,"ABX","ABX Air Inc","A",2019,3,
-302.37,-228.94,,,,,,9823.61,4041.07,2340.60,,,10052.55,"KLQ","Kalitta Charters II","D",2019,2,
-234.58,-227.23,2020.23,0.00,0.00,0.00,0.00,2020.23,1042.34,746.74,240.76,9.95,2247.46,"9E","Endeavor Air Inc.","L",2019,1,
-223.00,10802.00,109379.00,0.00,4.00,0.00,0.00,109552.00,18728.00,25154.00,7575.00,6815.00,98750.00,"QX","Horizon Air","D",2019,4,
-218.49,-293.15,8461.29,0.00,0.00,0.00,0.55,8463.78,2892.36,1662.38,304.56,1608.32,8756.93,"MQ","Envoy Air","L",2019,3,
-201.09,14.43,8115.15,0.00,0.00,0.00,0.53,8117.47,2716.51,1602.41,281.64,1575.40,8103.05,"MQ","Envoy Air","L",2019,4,
-160.19,-326.60,0.00,0.00,74199.33,0.00,0.00,238802.76,200732.37,462.50,0.00,24716.82,239129.36,"PO","Polar Air Cargo Airways","P",2019,3,
-156.84,-151.23,1519.29,0.00,0.00,0.00,0.00,1519.29,744.14,570.23,181.32,11.04,1670.52,"9E","Endeavor Air Inc.","L",2019,3,
-143.24,-138.56,1067.44,0.00,0.00,0.00,0.00,1067.44,522.04,444.24,120.97,6.46,1206.00,"9E","Endeavor Air Inc.","L",2019,4,
-122.77,-119.13,,,,,,1850.83,763.14,506.00,,,1969.96,"KLQ","Kalitta Charters II","I",2019,3,
-118.37,-113.73,2319.73,0.00,0.00,0.00,0.00,2319.73,1061.69,901.66,243.41,12.84,2433.46,"9E","Endeavor Air Inc.","L",2019,2,
-104.85,56.66,0.00,0.00,0.00,4354.78,0.00,4806.03,1413.32,1670.62,295.83,441.44,4749.37,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","D",2019,1,
-104.15,-94.42,0.00,0.00,0.00,626.91,0.00,626.91,158.29,131.39,0.00,0.00,721.32,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","D",2019,3,
-98.25,-126.76,0.00,0.00,73719.87,0.00,0.00,257062.43,216537.27,522.63,0.00,26193.76,257189.19,"PO","Polar Air Cargo Airways","P",2019,2,
-89.32,48.26,0.00,0.00,0.00,3709.62,0.00,4094.03,1203.94,1423.12,252.01,376.04,4045.76,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","I",2019,1,
-88.91,744.00,0.00,0.00,71953.35,0.00,0.00,245502.24,200751.67,631.71,0.00,28896.92,244758.24,"PO","Polar Air Cargo Airways","P",2019,1,
-70.93,-53.70,,,,,,2319.16,965.92,549.03,,,2372.86,"KLQ","Kalitta Charters II","I",2019,2,
-53.54,-60.83,0.00,0.00,18838.55,0.00,0.00,65690.33,55362.87,133.56,0.00,6693.61,65751.15,"PO","Polar Air Cargo Airways","D",2019,2,
-34.95,-34.99,354.85,0.00,0.00,0.00,0.05,354.91,106.04,180.01,44.45,28.53,389.90,"CP","Compass Airlines","L",2019,4,
-20.37,-20.63,403.74,0.00,0.00,0.00,0.03,403.77,138.63,164.32,54.79,34.68,424.40,"CP","Compass Airlines","L",2019,1,
-10.88,-1026.55,,,,12493.72,,12493.72,6074.68,3540.60,1478.39,1596.79,13520.26,"GL","Miami Air International","I",2019,3,
-9.27,-874.47,,,,10642.80,,10642.80,5174.73,3016.06,1259.37,1360.23,11517.26,"GL","Miami Air International","D",2019,3,
-0.45,-0.65,40.52,0.00,0.00,0.00,0.00,40.52,22.89,8.31,3.55,1.89,41.17,"OH","PSA Airlines Inc.","L",2019,4,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"QX","Horizon Air","L",2019,4,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"QX","Horizon Air","L",2019,3,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"QX","Horizon Air","L",2019,1,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"QX","Horizon Air","L",2019,2,
0.70,0.51,376.89,0.00,0.00,0.00,0.02,376.91,120.03,145.70,49.01,31.28,376.40,"CP","Compass Airlines","L",2019,2,
2.31,2.83,40.89,0.00,0.00,0.00,0.00,40.89,20.87,7.80,3.31,1.61,38.06,"OH","PSA Airlines Inc.","L",2019,3,
7.49,7.42,365.20,0.00,0.00,0.00,0.02,365.21,102.76,155.98,47.48,28.00,357.79,"CP","Compass Airlines","L",2019,3,
14.07,13.57,83.72,0.00,0.00,0.00,0.00,83.72,40.45,12.29,6.55,2.91,70.15,"OH","PSA Airlines Inc.","L",2019,2,
15.46,14.68,79.02,0.00,0.00,0.00,0.00,79.02,36.39,13.25,5.17,2.64,64.34,"OH","PSA Airlines Inc.","L",2019,1,
38.43,84.85,0.00,0.00,4010.64,0.00,0.00,13684.16,11146.40,35.21,0.00,1610.70,13599.30,"PO","Polar Air Cargo Airways","A",2019,1,
46.09,44.59,0.00,0.00,0.00,242.30,0.00,242.30,40.57,38.34,0.00,0.00,197.71,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","D",2019,2,
47.94,18.33,0.00,0.00,0.00,0.00,11946.29,11946.29,0.00,0.00,0.00,0.00,11927.95,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","D",2019,2,
50.48,254.35,0.00,0.00,17611.80,0.00,0.00,60090.82,49065.12,154.62,0.00,7073.01,59836.47,"PO","Polar Air Cargo Airways","D",2019,1,
54.86,14.16,0.00,0.00,18150.36,0.00,0.00,58415.02,49008.34,113.14,0.00,6046.13,58400.86,"PO","Polar Air Cargo Airways","D",2019,3,
56.27,74.20,0.00,0.00,0.00,0.00,9049.38,9049.38,0.00,0.00,0.00,0.00,8975.18,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","D",2019,1,
63.26,2374.85,13913.56,0.00,0.00,0.00,0.00,13913.56,4160.54,4285.64,665.29,72.04,11538.70,"YV","Mesa Airlines Inc.","L",2019,3,
99.34,99.07,0.00,0.00,0.00,0.00,12623.24,15032.23,843.32,241.67,0.00,91.83,14933.16,"U7","USA Jet Airlines Inc.","I",2019,1,
105.32,97.60,0.00,0.00,3441.18,0.00,0.00,11075.08,9196.72,21.45,0.00,1146.31,10977.48,"PO","Polar Air Cargo Airways","A",2019,3,
106.44,78.18,57574.09,0.00,0.00,0.00,3.55,57577.64,18336.18,22257.01,7486.03,4778.88,57499.45,"CP","Compass Airlines","D",2019,2,
126.37,150.60,,6062.34,1400.64,,,8364.37,3513.86,2277.48,,664.15,8213.77,"PFQ","Asia Pacific","I",2019,3,
151.79,150.18,0.00,0.00,4151.92,0.00,0.00,14477.83,12038.12,29.44,0.00,1475.24,14327.65,"PO","Polar Air Cargo Airways","A",2019,2,
157.16,257.30,3752.71,0.00,0.00,0.00,25.39,3778.10,1947.40,810.90,299.69,97.85,3520.80,"OO","SkyWest Airlines Inc.","L",2019,4,
157.71,160.98,,0.00,0.00,0.00,8833.02,10853.74,662.85,190.60,0.00,79.95,10692.76,"U7","USA Jet Airlines Inc.","I",2019,4,
161.94,-347.72,124.93,7729.54,4297.34,260.32,442.81,15549.23,6529.22,4792.41,,,15896.96,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","D",2019,2,
191.30,249.15,7331.85,0.00,0.00,0.00,0.54,7334.78,2370.30,1325.73,254.88,1362.69,7085.63,"MQ","Envoy Air","L",2019,1,
195.20,273.55,3828.52,0.00,0.00,0.00,26.15,3854.67,2115.37,759.31,305.45,104.93,3581.12,"OO","SkyWest Airlines Inc.","L",2019,3,
202.91,206.70,,,,,,1065.63,452.00,160.93,,,858.93,"KLQ","Kalitta Charters II","I",2019,4,
209.96,225.65,0.00,0.00,0.00,4661.31,0.00,5567.71,1769.31,1852.65,371.18,488.51,5342.07,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","I",2019,2,
214.94,282.44,8005.18,0.00,0.00,0.00,0.52,8008.91,2555.41,1565.81,277.24,1462.85,7726.47,"MQ","Envoy Air","L",2019,2,
218.56,208.34,0.00,0.00,0.00,0.00,0.00,8733.02,4931.40,1523.84,0.00,0.00,8524.68,"GFQ","Gulf And Caribbean Cargo","D",2019,4,
226.63,252.61,0.00,0.00,4958.54,0.00,0.00,14957.31,12378.03,27.37,0.00,1449.62,14704.70,"PO","Polar Air Cargo Airways","A",2019,4,
259.55,390.89,4699.93,0.00,0.00,0.00,30.28,4730.21,2560.09,893.30,370.88,138.01,4339.32,"OO","SkyWest Airlines Inc.","L",2019,2,
267.69,378.89,0.00,0.00,21225.92,0.00,0.00,64027.45,53688.85,117.17,0.00,6205.36,63648.56,"PO","Polar Air Cargo Airways","D",2019,4,
285.33,353.70,4302.17,0.00,0.00,0.00,41.61,4343.78,2419.85,754.07,339.23,139.89,3990.08,"OO","SkyWest Airlines Inc.","L",2019,1,
288.92,692.45,10290.14,0.00,0.00,3469.78,97.99,15564.87,6121.94,1166.40,1092.08,3753.15,14872.42,"SY","Sun Country Airlines d/b/a MN Airlines","L",2019,3,
289.95,311.60,0.00,0.00,0.00,6437.05,0.00,7688.75,2443.33,2558.43,512.58,674.61,7377.14,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","D",2019,2,
294.55,186.99,,5229.07,1865.78,,,7951.25,3212.04,2269.50,,651.62,7764.26,"PFQ","Asia Pacific","I",2019,1,
372.42,388.62,,,,,,2911.15,1152.38,557.40,,,2522.53,"KLQ","Kalitta Charters II","I",2019,1,
379.72,291.25,,5594.95,1866.11,,,8362.46,3416.16,2371.05,,653.63,8071.21,"PFQ","Asia Pacific","I",2019,2,
419.62,878.51,0.00,0.00,0.00,11803.29,3.91,11811.77,5332.90,940.24,1410.34,1158.41,10933.27,"X9","Omni Air International LLC","D",2019,2,
440.23,136.86,0.00,,1966.18,0.00,0.00,4226.95,1700.58,1881.56,0.00,43.37,4090.09,"ABX","ABX Air Inc","A",2019,4,
443.26,655.35,0.00,0.00,0.00,16626.34,0.00,19506.62,12060.47,3595.07,1710.93,474.75,18851.27,"8C","Air Transport International","A",2019,4,
445.25,-40333.87,0.00,0.00,147101.78,56751.24,0.00,359370.03,193670.27,89100.49,10627.36,42945.03,399703.90,"5Y","Atlas Air Inc.","I",2019,2,
479.48,932.95,8259.25,0.00,0.00,0.00,0.00,8450.82,2133.33,2542.49,652.03,96.85,7517.87,"YX","Republic Airline","L",2019,4,
494.03,1006.43,0.00,0.00,0.00,12846.24,3.68,12855.54,6229.69,1167.22,1288.07,1209.86,11849.12,"X9","Omni Air International LLC","D",2019,1,
500.71,491.76,0.00,0.00,0.00,0.00,0.00,6616.03,4204.75,690.87,0.00,0.00,6124.26,"GFQ","Gulf And Caribbean Cargo","D",2019,3,
517.28,930.96,9032.64,0.00,0.00,4740.41,69.89,14829.27,5737.54,1640.56,967.40,2525.07,13898.31,"SY","Sun Country Airlines d/b/a MN Airlines","L",2019,4,
523.13,427.43,0.00,0.00,0.00,0.00,11012.37,11012.37,0.00,0.00,0.00,0.00,10584.94,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","D",2019,4,
526.09,471.89,0.00,0.00,0.00,0.00,9835.28,9835.28,0.00,0.00,0.00,0.00,9363.40,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","D",2019,3,
549.90,1089.28,8663.55,0.00,0.00,0.00,0.00,8790.70,2244.24,2665.47,695.68,96.52,7701.41,"YX","Republic Airline","L",2019,3,
561.26,561.26,0.00,0.00,0.00,21.51,1512.44,1533.96,0.00,0.00,0.00,0.00,972.69,"27Q","Jet Aviation Flight Services, Inc.","I",2019,4,
561.26,412.16,0.00,5942.88,8995.57,0.00,8805.91,26692.69,3605.42,6204.53,,,26280.53,"KH","Aloha Air Cargo","D",2019,1,
615.80,1386.63,12435.94,0.00,0.00,0.00,0.00,12594.07,3443.21,3634.53,1025.36,163.53,11207.45,"YX","Republic Airline","L",2019,1,
633.70,1277.61,9681.10,0.00,0.00,0.00,0.00,9802.89,2496.05,2902.42,810.75,111.37,8525.28,"YX","Republic Airline","L",2019,2,
654.38,744.60,0.00,0.00,0.00,19372.99,0.00,22102.20,13750.07,4486.94,1526.94,554.56,21357.60,"8C","Air Transport International","A",2019,3,
677.02,748.99,,,,,,12861.13,4859.54,2341.81,,,12112.14,"KLQ","Kalitta Charters II","D",2019,4,
687.66,687.66,0.00,0.00,0.00,243.07,1670.66,1913.73,0.00,0.00,0.00,0.00,1226.07,"27Q","Jet Aviation Flight Services, Inc.","I",2019,1,
691.30,711.70,0.00,0.00,0.00,0.00,0.00,6139.49,3759.79,522.02,0.00,0.00,5427.79,"GFQ","Gulf And Caribbean Cargo","D",2019,2,
844.21,841.94,0.00,0.00,0.00,0.00,107275.39,127747.57,7166.72,2053.80,0.00,780.40,126905.64,"U7","USA Jet Airlines Inc.","D",2019,1,
853.51,853.51,0.00,0.00,0.00,24.39,2099.70,2124.09,0.00,0.00,0.00,0.00,1270.58,"27Q","Jet Aviation Flight Services, Inc.","I",2019,2,
894.63,30488.91,173916.79,0.00,0.00,0.00,0.00,173916.79,50033.61,54546.16,8149.40,922.23,143427.87,"YV","Mesa Airlines Inc.","D",2019,3,
946.51,946.51,0.00,0.00,0.00,26.57,2013.02,2039.59,0.00,0.00,0.00,0.00,1093.08,"27Q","Jet Aviation Flight Services, Inc.","I",2019,3,
1068.27,2075.14,14287.86,0.00,0.00,0.00,0.00,14287.86,4087.82,4708.63,706.80,82.22,12212.72,"YV","Mesa Airlines Inc.","L",2019,4,
1077.64,1034.63,,,,14048.49,,14048.49,6559.38,2193.34,1491.50,2127.21,13013.86,"GL","Miami Air International","I",2019,1,
1100.28,2056.20,12789.30,0.00,0.00,0.00,0.00,12789.30,3837.25,3917.99,621.19,68.91,10733.10,"YV","Mesa Airlines Inc.","L",2019,2,
1171.56,1555.75,0.00,0.00,14939.41,0.00,0.00,15228.92,10454.46,388.13,0.00,332.71,13673.17,"9S","Southern Air Inc.","D",2019,3,
1220.22,1321.03,0.00,5988.68,9710.65,0.00,9026.40,27919.84,4237.45,5287.62,,,26598.81,"KH","Aloha Air Cargo","D",2019,2,
1230.97,1219.53,59998.60,0.00,0.00,0.00,2.77,60001.37,16882.81,25626.68,7799.87,4600.09,58781.84,"CP","Compass Airlines","D",2019,3,
1241.73,1625.53,0.00,0.00,9203.00,0.00,0.00,9311.62,5588.74,221.56,0.00,163.96,7686.09,"9S","Southern Air Inc.","D",2019,1,
1252.44,1413.64,,8181.33,3096.82,,,12179.54,4742.15,3105.76,,883.72,10765.91,"PFQ","Asia Pacific","D",2019,4,
1431.77,1760.93,1325.52,0.00,0.00,15432.14,0.00,17128.91,10962.17,2106.78,0.00,0.00,15367.97,"2HQ","Elite Airways LLC","D",2019,1,
1476.24,2900.51,14678.25,0.00,0.00,0.00,0.00,14678.25,4247.65,4003.40,699.39,88.09,11777.74,"YV","Mesa Airlines Inc.","L",2019,1,
1479.01,1548.06,,,,,,12004.20,4418.91,2229.58,,,10456.14,"KLQ","Kalitta Charters II","D",2019,1,
1545.47,1514.71,,0.00,0.00,0.00,83111.98,102125.41,6236.88,1793.39,0.00,752.25,100610.71,"U7","USA Jet Airlines Inc.","D",2019,4,
1605.86,1182.65,0.00,0.00,0.00,2294.26,0.00,3429.29,841.68,997.82,206.16,349.29,2246.65,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","I",2019,4,
1758.26,1688.09,,,,22921.23,,22921.23,10702.15,3578.61,2433.50,3470.71,21233.14,"GL","Miami Air International","D",2019,1,
1812.96,1902.31,0.00,0.00,0.00,17590.06,0.00,20727.24,11808.27,3855.62,1418.08,535.85,18824.93,"8C","Air Transport International","A",2019,1,
1923.96,2016.27,0.00,0.00,0.00,18241.43,0.00,21341.75,12394.47,3774.41,1421.40,482.33,19325.48,"8C","Air Transport International","A",2019,2,
1962.71,1445.46,0.00,0.00,0.00,2804.09,0.00,4191.36,1028.72,1219.56,251.97,426.91,2745.90,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","D",2019,4,
2158.34,2377.60,0.00,0.00,0.00,0.00,0.00,10534.29,5712.27,944.27,0.00,0.00,8156.69,"GFQ","Gulf And Caribbean Cargo","D",2019,1,
2396.84,3221.21,67190.20,0.00,0.00,0.00,24.79,67215.00,25750.53,22361.49,3636.84,1170.45,63993.78,"ZW","Air Wisconsin Airlines Corp","D",2019,4,
2555.84,2136.31,117.97,7369.44,5078.48,494.96,689.12,16946.73,6511.27,3531.08,,,14810.42,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","D",2019,3,
2891.12,2796.75,0.00,0.00,0.00,15198.64,0.00,15198.64,2544.76,2404.91,0.00,0.00,12401.89,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","I",2019,2,
3156.28,5079.93,0.00,0.00,18768.10,0.00,0.00,19135.13,10404.73,344.16,0.00,345.59,14055.20,"9S","Southern Air Inc.","D",2019,4,
3319.70,3926.37,0.00,0.00,23590.56,0.00,0.00,24047.71,15039.80,612.16,0.00,525.37,20121.34,"9S","Southern Air Inc.","I",2019,3,
3334.97,3282.31,0.00,6460.69,10077.62,0.00,9448.83,29599.18,4465.76,5247.57,,,26316.87,"KH","Aloha Air Cargo","D",2019,3,
3379.61,4777.70,0.00,0.00,22980.42,0.00,0.00,31703.95,12763.69,4640.95,,1261.06,26926.24,"M6","Amerijet International","D",2019,4,
3487.93,3495.99,0.00,0.00,0.00,0.00,0.00,63023.22,35581.63,10133.59,0.00,4470.11,59527.23,"KD","Western Global","I",2019,2,
3683.87,9783.25,91268.60,794.63,196.40,42401.43,1126.10,155912.67,67234.71,12980.93,8929.70,24544.43,146129.43,"SY","Sun Country Airlines d/b/a MN Airlines","D",2019,3,
3965.26,3965.26,0.00,0.00,0.00,1677.60,14962.87,16640.47,0.00,0.00,0.00,0.00,12675.21,"27Q","Jet Aviation Flight Services, Inc.","D",2019,1,
4071.00,5580.00,81512.00,3.00,180.00,297.00,0.00,87989.00,34732.00,7472.00,8440.00,13904.00,82409.00,"AS","Alaska Airlines Inc.","L",2019,4,
4159.32,4507.87,0.00,0.00,0.00,17685.00,0.00,17916.57,7484.21,1915.02,0.00,872.52,13408.70,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","D",2019,2,
4269.34,16891.76,167434.86,0.00,0.00,0.00,0.00,167434.86,60352.33,51830.59,7895.97,909.93,150543.10,"YV","Mesa Airlines Inc.","D",2019,2,
4456.78,4456.78,0.00,0.00,0.00,176.12,17038.90,17215.02,0.00,0.00,0.00,0.00,12758.23,"27Q","Jet Aviation Flight Services, Inc.","D",2019,4,
4490.90,9725.60,88206.36,845.82,195.24,38015.74,1961.15,147162.89,60450.40,9438.62,7657.30,20141.02,137437.29,"SY","Sun Country Airlines d/b/a MN Airlines","D",2019,2,
4501.51,10674.87,83117.93,795.79,80.71,44106.43,1339.24,149033.55,58016.69,15350.67,8009.29,23038.16,138358.68,"SY","Sun Country Airlines d/b/a MN Airlines","D",2019,4,
4762.27,7925.67,0.00,0.00,280357.11,0.00,0.00,280795.71,168281.98,48676.25,0.00,29123.63,272870.04,"5X","United Parcel Service","P",2019,3,
4940.19,4940.19,0.00,0.00,0.00,179.02,18313.07,18491.08,0.00,0.00,0.00,0.00,13550.89,"27Q","Jet Aviation Flight Services, Inc.","D",2019,2,
5056.64,15526.40,,50208.73,39294.25,,,90202.98,28674.38,23089.38,,7484.08,74676.57,"KAQ","Kalitta Air LLC","D",2019,4,
5175.90,5547.43,0.00,0.00,0.00,0.00,0.00,10151.24,2630.14,889.34,0.00,0.00,4603.82,"L2","Lynden Air Cargo Airlines","I",2019,2,
5270.93,6072.72,0.00,0.00,0.00,2323.99,0.00,73757.07,30956.84,28810.41,239.15,1830.56,67684.35,"8C","Air Transport International","D",2019,4,
5345.13,5664.32,0.00,0.00,0.00,0.00,0.00,9390.24,2070.22,866.16,0.00,0.00,3725.92,"L2","Lynden Air Cargo Airlines","I",2019,3,
5354.75,7639.17,209215.06,0.00,0.00,0.00,0.00,209215.88,114075.57,43146.21,16373.24,7351.98,201576.71,"OH","PSA Airlines Inc.","D",2019,2,
5460.48,5460.48,0.00,0.00,0.00,188.47,17598.33,17786.80,0.00,0.00,0.00,0.00,12326.32,"27Q","Jet Aviation Flight Services, Inc.","D",2019,3,
5470.34,11666.54,165716.89,148.40,5652.63,0.00,11169.71,192812.35,69818.96,21726.72,20629.26,23358.39,181145.82,"HA","Hawaiian Airlines Inc.","P",2019,4,
5568.86,6714.77,0.00,0.00,27477.65,0.00,0.00,27801.96,14825.73,661.08,0.00,489.53,21087.19,"9S","Southern Air Inc.","I",2019,1,
5776.15,10454.14,0.00,0.00,0.00,126071.99,33.26,126105.25,62140.71,9788.27,13170.37,11954.70,115651.11,"X9","Omni Air International LLC","I",2019,3,
5780.09,6401.50,0.00,0.00,27393.07,0.00,0.00,27823.82,15795.50,641.31,0.00,488.22,21422.32,"9S","Southern Air Inc.","I",2019,2,
5827.22,7906.22,0.00,411.22,34172.24,0.00,0.00,47945.96,18979.81,6901.17,,1875.22,40039.74,"M6","Amerijet International","L",2019,4,
5890.74,5879.88,0.00,0.00,0.00,0.00,0.00,59807.05,31740.63,12057.44,0.00,3580.58,53927.17,"KD","Western Global","I",2019,1,
5997.43,5982.87,0.00,6974.58,10375.92,0.00,9320.53,30322.16,3949.96,4119.14,0.00,1897.47,24339.29,"KH","Aloha Air Cargo","D",2019,4,
6007.00,7901.00,56786.00,-3.00,-180.00,127.00,0.00,61428.00,22664.00,5010.00,5480.00,9411.00,53527.00,"AS","Alaska Airlines Inc.","L",2019,3,
6159.00,8867.00,72463.00,-2.00,-118.00,110.00,0.00,78528.00,30923.00,6685.00,7086.00,10380.00,69661.00,"AS","Alaska Airlines Inc.","L",2019,2,
6464.46,6591.26,0.00,0.00,0.00,0.00,0.00,32431.54,21108.04,1667.93,0.00,445.75,25840.29,"N8","National Air Cargo Group Inc d/ba National Airlines","I",2019,4,
6624.91,7329.39,0.00,0.00,0.00,0.00,0.00,12320.14,2933.06,995.23,0.00,0.00,4990.75,"L2","Lynden Air Cargo Airlines","I",2019,4,
